Occupation,Sex,Age,Residency_in_Dormitory,Number_of_Family_Members,Parent_Cohabitation_Status,Mother_Education,Father_Education,Mother_Job_Category,Father_Job_Category,Criminal_Records,Legal_Guardian,Average_Sport_Activity_Per_Week,Average_Studying_Per_Week,Average_Grades_Previous_Semester,Having_Scholarship,Financial_Support_Parents,Using_Extracurricular_Classes,Having_Extracurricular_Activities,History_Mental_Illness,Willingness_to_Studying,History_Physical_Illness,Marital_Status_Relationship,Relationship_Quality_Family,Free_Time_After_Classes,Communication_Quality_Classmates,Alcohol_Consumption_Week,Alcohol_Consumption_Weekend,Number_of_Absences,Average_Student_Final_Grades,Academic_Performance
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,208.2835599770177,19.61322324103404,12.513767720125882,No,Yes,Yes,Yes,No,High,No,Relationship,Extremely Poor,356.849387106627,Average,Moderate,2,1,13.07,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,312.03301308473715,9.760221801784514,13.61405615749658,Yes,Yes,No,Yes,Yes,Moderate,No,Single,Poor,324.0003135672304,Average,High,6,5,11.76,Very Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,192.22044689822872,18.36863377306521,13.032678055620671,Yes,Yes,No,Yes,No,High,No,Single,Average,342.2084273884786,Average,Moderate,9,3,12.49,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,198.0285273505935,9.41049072865798,10.139297699864487,Yes,Yes,No,No,No,Moderate,No,Single,Poor,276.7953032938284,Poor,High,6,2,9.87,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Services,Services,No,Father,174.7887858963683,18.64866034320659,19.093161101411148,No,Yes,Yes,Yes,No,Very High,No,Relationship,Average,469.5396210214834,Very Good,Low,2,4,17.58,Very Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,45.686014929067085,14.154816468094069,17.14782514032771,No,Yes,Yes,Yes,Yes,High,No,Single,Poor,354.7664556339881,Average,Moderate,5,10,12.99,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,178.1440287185548,38.31505298226289,13.776269985294228,Yes,Yes,No,Yes,No,High,No,Relationship,Average,394.7459139530629,Good,Moderate,8,4,14.59,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,184.21611469587185,17.680844929986304,16.16073233968204,No,Yes,Yes,Yes,No,High,No,Relationship,Very Good,415.3151352715708,Good,Moderate,6,3,15.41,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,352.42694787397,6.76608346990729,18.76739206562626,No,No,No,Yes,No,Very High,No,Relationship,Very Good,442.7548494145527,Good,Low,4,4,16.51,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,166.5347324653214,16.926558314584604,9.634089708338855,No,Yes,Yes,No,No,Moderate,No,Single,Very Good,303.6143530241868,Average,High,0,4,10.94,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,201.10831396335288,22.154869965103103,11.004476608483731,No,No,Yes,No,No,Moderate,No,Single,Fair,283.50465970923983,Poor,High,7,7,10.14,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,177.57017612063296,31.38691156922019,14.51241496707974,No,Yes,Yes,Yes,No,High,No,Relationship,Extremely Poor,401.6839737926925,Good,Moderate,3,3,14.87,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,98.19253736663276,13.284380800490252,17.588124456228304,No,Yes,Yes,Yes,No,High,No,Relationship,Average,429.0739379460157,Good,Moderate,1,4,15.96,Good
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,259.99759701605143,5.34057620781088,8.435058745298328,No,Yes,No,No,No,Low,Yes,Single,Fair,220.3457587943668,Poor,Very High,8,4,7.61,Bad
Teacher,Female,26,Yes,8,Living Together,PhD+,PhD+,Services,Services,No,Father,232.6353122880742,24.53469609144785,19.808217802356324,No,Yes,Yes,Yes,No,Very High,No,Relationship,Good,502.83119657134256,Very Good,Low,2,4,18.91,Very Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,235.3722362930133,6.955210352802791,13.458879234588766,No,Yes,Yes,No,No,Moderate,No,Single,Average,300.8733205766546,Average,High,5,9,10.83,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,116.34287816436829,14.51075646794012,12.310773687460676,No,Yes,No,Yes,No,Moderate,No,Single,Poor,306.8185617857966,Average,High,2,6,11.07,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,278.19560176552693,15.939036115912048,11.512693254077265,Yes,Yes,Yes,Yes,No,Moderate,No,Single,Extremely Poor,319.0798180674026,Average,High,6,2,11.56,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,81.87042560454034,17.442932373599135,10.09228049181046,No,Yes,Yes,No,No,Moderate,No,Single,Fair,267.1148685859451,Poor,High,1,8,9.48,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,221.0799965660189,23.513315656594685,17.498886907160333,No,Yes,No,Yes,No,Very High,No,Relationship,Fair,436.057938397947,Good,Low,3,5,16.24,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,333.33189380669853,12.5309257417089,19.46496997695316,Yes,Yes,No,Yes,No,Very High,No,Relationship,Extremely Poor,431.8447087810712,Good,Low,9,5,16.07,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,110.66245724085182,15.810165982665914,12.963737058144778,Yes,Yes,Yes,No,No,Moderate,No,Single,Average,304.9410129952124,Average,High,8,8,11.0,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,140.35915892780596,17.88583717640489,19.429048337041475,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,428.5693108662815,Good,Moderate,7,7,15.94,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,186.9755955561349,19.196783660150302,17.88557138522041,No,Yes,Yes,Yes,No,High,No,Relationship,Good,424.23606050897234,Good,Moderate,7,6,15.77,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,144.7567042118661,18.78261739766338,13.77261352971582,No,No,Yes,Yes,No,Moderate,No,Single,Average,322.8852476845691,Average,High,7,8,11.72,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,71.45355982537072,21.48804620178064,16.088314149513593,No,Yes,Yes,Yes,No,High,No,Relationship,Extremely Poor,394.7162675694095,Good,Moderate,6,3,14.59,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,184.79940823642195,24.750716077133895,13.219810150045555,Yes,Yes,Yes,Yes,No,High,No,Relationship,Average,368.0148009596163,Average,Moderate,5,4,13.52,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,105.63874003917266,21.141072925207745,14.70468089855063,Yes,No,No,Yes,No,High,No,Relationship,Average,370.4791832214592,Average,Moderate,7,4,13.62,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,213.1514701444627,21.62868418807375,8.696556044222046,Yes,Yes,Yes,No,Yes,Moderate,No,Single,Extremely Poor,263.38866987990696,Poor,High,6,3,9.34,Bad
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,115.64030360363378,5.342214666028179,16.3551617036064,No,Yes,No,Yes,Yes,High,No,Relationship,Extremely Poor,378.7927907443974,Average,Moderate,0,3,13.95,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,288.4954083512277,18.401821593325444,8.633895733809641,No,Yes,No,No,No,Moderate,No,Single,Good,278.0355158891746,Poor,High,5,3,9.92,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,125.1722695364634,21.836060384012868,17.805019363035793,Yes,Yes,No,Yes,No,Very High,No,Relationship,Extremely Poor,441.61839331919606,Good,Low,7,1,16.46,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,157.4556938656027,23.8315295565636,17.89936315352669,No,Yes,No,Yes,No,High,No,Relationship,Extremely Poor,422.6715844189252,Good,Moderate,4,6,15.71,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,236.9462052158769,12.461193806129646,10.844927450674575,No,Yes,No,No,No,Moderate,No,Single,Extremely Poor,286.8280970628238,Poor,High,5,3,10.27,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,93.83949784962311,12.72768580089084,11.883953372429604,Yes,Yes,No,Yes,No,High,No,Single,Fair,337.6130404592954,Average,Moderate,1,1,12.3,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,195.92219542228904,13.407194597731213,13.77572454269952,No,Yes,No,Yes,Yes,High,No,Single,Extremely Poor,348.89871715552493,Average,Moderate,1,3,12.76,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,271.49999279977,22.291311199130742,15.159954883189778,No,Yes,No,Yes,No,High,No,Relationship,Extremely Poor,403.11186967076014,Good,Moderate,1,3,14.92,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,67.47617358071408,26.271048439393667,11.44824394090396,Yes,Yes,No,No,No,Moderate,No,Single,Extremely Poor,284.37670414461815,Poor,High,5,9,10.18,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,192.9243700972613,14.740319141667188,15.1098368555831,No,No,Yes,Yes,No,High,No,Relationship,Good,381.3205028764744,Good,Moderate,4,4,14.05,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,198.19179559738964,25.263698509016397,11.573444878751587,No,No,Yes,Yes,Yes,Moderate,No,Single,Average,318.772600716623,Average,High,5,5,11.55,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,234.7276010244117,18.987838473316756,8.665888652852729,No,Yes,Yes,No,No,Moderate,No,Single,Extremely Poor,249.78543489316735,Poor,High,5,5,8.79,Bad
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,93.41345023853428,17.00571378270051,8.030330597982907,No,Yes,No,No,No,Low,Yes,Single,Extremely Poor,217.05516382281095,Poor,Very High,3,7,7.48,Bad
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,87.56803708410065,16.30892616145625,9.213812695021144,No,Yes,Yes,No,No,Moderate,No,Single,Good,247.5140952274274,Poor,High,6,7,8.7,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,216.53590959318285,23.972890916817256,17.507008401968218,No,Yes,No,Yes,No,Very High,No,Relationship,Average,431.6095842802615,Good,Low,8,4,16.06,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,200.78892712632305,20.60462253429656,19.537175748600045,No,No,No,Yes,No,Very High,No,Relationship,Good,455.1053772048344,Good,Low,6,6,17.0,Very Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,197.53449952421136,36.2066034211811,13.123594391374631,Yes,Yes,Yes,Yes,No,High,No,Relationship,Very Good,399.9042166314681,Good,Moderate,5,4,14.8,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,204.2513746647883,11.182202856021409,14.152207441399312,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,367.10987136699714,Average,Moderate,2,2,13.48,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,132.39826948950565,22.144813616239805,9.762178028881111,Yes,No,Yes,No,Yes,Moderate,No,Single,Poor,251.26171164142465,Poor,High,5,8,8.85,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,196.25775880127023,13.766391921507896,14.612376232161884,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,364.7838427534103,Average,Moderate,7,2,13.39,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,200.5150731309077,11.045704104090849,9.735858824083722,No,Yes,No,No,No,Moderate,No,Single,Extremely Poor,254.7288774177691,Poor,High,7,3,8.99,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,129.99540073815425,17.913062903720224,15.33457197438596,No,Yes,Yes,Yes,No,High,No,Relationship,Good,402.8172362685659,Good,Moderate,3,3,14.91,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,310.60421578013296,19.09881983525629,19.199104010970245,No,No,Yes,Yes,Yes,Very High,No,Relationship,Extremely Poor,463.7149003158575,Good,Low,4,2,17.35,Very Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,213.1683044638251,41.34538844048074,10.348382471636477,Yes,Yes,Yes,Yes,No,High,No,Single,Poor,336.363032152676,Average,Moderate,3,6,12.25,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,96.6087551958146,16.526833474534385,17.174764616685223,No,Yes,Yes,Yes,No,High,No,Relationship,Average,415.3761853060241,Good,Moderate,1,6,15.42,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,225.95875260436807,8.958570164122532,8.282029073819889,No,Yes,No,No,No,Moderate,No,Single,Average,246.88688392961072,Poor,High,4,3,8.68,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,111.7722830840875,20.184085739955087,12.505966895859451,No,Yes,No,Yes,No,High,No,Single,Very Good,339.4226057401577,Average,Moderate,0,7,12.38,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,235.09592226197165,1.4028796996290538,9.328982093966108,No,Yes,No,No,No,Moderate,No,Single,Good,258.2772124340428,Poor,High,1,4,9.13,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,261.1016905305183,17.264345739165872,12.229705299148392,No,Yes,No,Yes,Yes,High,No,Single,Very Good,337.06535615619066,Average,Moderate,6,3,12.28,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,122.55223771538029,18.128202258361284,10.082443035666602,No,Yes,No,No,No,Moderate,No,Single,Average,275.371561755066,Poor,High,4,6,9.81,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,247.43632904710253,24.35680306356169,12.47965988147465,No,Yes,No,No,Yes,Moderate,No,Single,Poor,303.83116584908225,Average,High,9,7,10.95,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,208.89466488555487,25.788977995422776,13.010273673290364,No,Yes,Yes,Yes,No,High,No,Relationship,Very Good,365.46746891894736,Average,Moderate,7,4,13.42,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,237.5442111996143,13.97144304873826,11.60709347337102,No,No,Yes,Yes,No,Moderate,No,Single,Very Good,324.08163190403576,Average,High,5,3,11.76,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,312.7755087857763,16.795087882960537,15.87946339367755,No,Yes,Yes,Yes,No,High,No,Relationship,Very Good,405.42121856386007,Good,Moderate,7,4,15.02,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,162.82283187979905,11.871033355114632,19.02622461510692,No,No,No,Yes,No,Very High,No,Relationship,Good,466.5231657892224,Good,Low,1,2,17.46,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,127.23846849497572,8.975499561538449,12.807144489263267,No,No,No,No,No,Moderate,No,Single,Good,290.9732992127163,Poor,High,7,7,10.44,Bad
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,117.73398992621335,20.47915823504508,10.308117877700257,Yes,Yes,Yes,No,No,Moderate,No,Single,Poor,269.9368186716754,Poor,High,8,6,9.6,Bad
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,122.89328005241931,7.811315611227206,11.2486730983518,Yes,No,No,No,Yes,Moderate,No,Single,Poor,258.0650761709102,Poor,High,7,5,9.12,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,174.6028803410127,14.682984795425096,18.248009881956428,Yes,Yes,Yes,Yes,Yes,High,No,Relationship,Poor,422.8441266942895,Good,Moderate,6,4,15.71,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,203.88063823716507,10.038608320806102,14.859676679241774,No,Yes,Yes,Yes,No,High,No,Single,Very Good,346.901847689433,Average,Moderate,7,7,12.68,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,199.36835595310131,22.39746549032208,13.460132387683489,Yes,Yes,No,Yes,No,High,No,Relationship,Poor,363.4527406653179,Average,Moderate,1,5,13.34,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,237.9028274325217,32.411440794131906,9.79564065810712,No,Yes,Yes,Yes,No,Moderate,No,Single,Good,310.41119663439594,Average,High,5,6,11.22,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,180.9101324314535,7.58729613757335,13.396727699885384,Yes,Yes,No,Yes,No,High,No,Single,Average,341.3997629847748,Average,Moderate,6,2,12.46,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,281.7473854010122,3.1758521368194472,11.34190404028864,No,Yes,Yes,No,Yes,Moderate,No,Single,Poor,264.2618283928634,Poor,High,8,4,9.37,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,161.4740216733431,17.00090491719946,19.31795753424019,No,Yes,No,Yes,No,Very High,No,Relationship,Fair,443.3494958624032,Good,Low,2,7,16.53,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,370.4118416612733,18.125582367662066,18.608841312988776,No,No,No,Yes,No,Very High,No,Relationship,Good,463.9437384138179,Good,Low,5,3,17.36,Very Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,223.79671434355043,19.74927445405838,9.006830501938376,No,Yes,Yes,No,No,Moderate,No,Single,Extremely Poor,257.19892832006167,Poor,High,7,4,9.09,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,119.99897105086022,14.42943587812524,14.199841871134916,Yes,Yes,Yes,Yes,No,High,No,Relationship,Average,367.233146501524,Average,Moderate,3,4,13.49,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,105.03752513572212,16.394885609396546,10.700700146176064,Yes,Yes,Yes,No,No,Moderate,No,Single,Good,299.9064123869107,Average,High,4,5,10.8,Bad
